,imageName,imageOrigin,xBudCenter,yBudCenter,radio,class,type
16797,/home/wences/Documents/corpus-26000/corpus-26000-bc/16564.jpg,0549.jpg,3612,656,800,False,0
16798,/home/wences/Documents/corpus-26000/corpus-26000-bc/16565.jpg,0549.jpg,3612,1056,800,False,0
16799,/home/wences/Documents/corpus-26000/corpus-26000-bc/16566.jpg,0549.jpg,3612,1456,800,False,0
16800,/home/wences/Documents/corpus-26000/corpus-26000-bc/16567.jpg,0549.jpg,3612,2256,800,False,0
16801,/home/wences/Documents/corpus-26000/corpus-26000-bc/16568.jpg,0549.jpg,3612,3056,800,False,0
16802,/home/wences/Documents/corpus-26000/corpus-26000-bc/16569.jpg,0549.jpg,4012,656,800,False,0
16803,/home/wences/Documents/corpus-26000/corpus-26000-bc/16570.jpg,0549.jpg,4012,1056,800,False,0
16804,/home/wences/Documents/corpus-26000/corpus-26000-bc/16571.jpg,0549.jpg,4012,1456,800,False,0
16805,/home/wences/Documents/corpus-26000/corpus-26000-bc/16572.jpg,0549.jpg,4012,1856,800,False,0
16806,/home/wences/Documents/corpus-26000/corpus-26000-bc/16573.jpg,0549.jpg,4012,2256,800,False,0
16807,/home/wences/Documents/corpus-26000/corpus-26000-bc/16574.jpg,0549.jpg,4012,2656,800,False,0
16808,/home/wences/Documents/corpus-26000/corpus-26000-bc/16575.jpg,0549.jpg,4012,3056,800,False,0
16809,/home/wences/Documents/corpus-26000/corpus-26000-bc/16576.jpg,0549.jpg,2624,2872,800,False,0
16810,/home/wences/Documents/corpus-26000/corpus-26000-bc/16577.jpg,0549.jpg,3024,2872,800,False,0
16811,/home/wences/Documents/corpus-26000/corpus-26000-bc/16578.jpg,0549.jpg,3424,2872,800,False,0
16828,/home/wences/Documents/corpus-26000/corpus-26000-bc/16597.jpg,0551.jpg,3368,560,800,False,0
16829,/home/wences/Documents/corpus-26000/corpus-26000-bc/16598.jpg,0551.jpg,3768,560,800,False,0
16830,/home/wences/Documents/corpus-26000/corpus-26000-bc/16599.jpg,0551.jpg,3768,960,800,False,0
16831,/home/wences/Documents/corpus-26000/corpus-26000-bc/16600.jpg,0551.jpg,3768,1360,800,False,0
16832,/home/wences/Documents/corpus-26000/corpus-26000-bc/16601.jpg,0551.jpg,3768,1760,800,False,0
16833,/home/wences/Documents/corpus-26000/corpus-26000-bc/16602.jpg,0551.jpg,3768,2160,800,False,0
16834,/home/wences/Documents/corpus-26000/corpus-26000-bc/16603.jpg,0551.jpg,3768,2560,800,False,0
16835,/home/wences/Documents/corpus-26000/corpus-26000-bc/16604.jpg,0551.jpg,3768,2960,800,False,0
16836,/home/wences/Documents/corpus-26000/corpus-26000-bc/16605.jpg,0551.jpg,4168,560,800,False,0
16837,/home/wences/Documents/corpus-26000/corpus-26000-bc/16606.jpg,0551.jpg,4168,960,800,False,0
16838,/home/wences/Documents/corpus-26000/corpus-26000-bc/16607.jpg,0551.jpg,4168,1360,800,False,0
16839,/home/wences/Documents/corpus-26000/corpus-26000-bc/16608.jpg,0551.jpg,4168,1760,800,False,0
16840,/home/wences/Documents/corpus-26000/corpus-26000-bc/16609.jpg,0551.jpg,4168,2160,800,False,0
16841,/home/wences/Documents/corpus-26000/corpus-26000-bc/16610.jpg,0551.jpg,4168,2560,800,False,0
16842,/home/wences/Documents/corpus-26000/corpus-26000-bc/16611.jpg,0551.jpg,4168,2960,800,False,0
16843,/home/wences/Documents/corpus-26000/corpus-26000-bc/16612.jpg,0551.jpg,4568,2560,800,False,0
16844,/home/wences/Documents/corpus-26000/corpus-26000-bc/16613.jpg,0551.jpg,4568,2960,800,False,0
16845,/home/wences/Documents/corpus-26000/corpus-26000-bc/16614.jpg,0551.jpg,2740,2932,800,False,0
16846,/home/wences/Documents/corpus-26000/corpus-26000-bc/16615.jpg,0551.jpg,3140,2932,800,False,0
16847,/home/wences/Documents/corpus-26000/corpus-26000-bc/16616.jpg,0551.jpg,3540,2932,800,False,0
16848,/home/wences/Documents/corpus-26000/corpus-26000-bc/16617.jpg,0551.jpg,3940,2932,800,False,0
16849,/home/wences/Documents/corpus-26000/corpus-26000-bc/16619.jpg,0552.jpg,1100,668,800,False,0
16850,/home/wences/Documents/corpus-26000/corpus-26000-bc/16620.jpg,0552.jpg,1100,1068,800,False,0
16851,/home/wences/Documents/corpus-26000/corpus-26000-bc/16621.jpg,0552.jpg,1100,1468,800,False,0
16852,/home/wences/Documents/corpus-26000/corpus-26000-bc/16622.jpg,0552.jpg,1100,1868,800,False,0
16853,/home/wences/Documents/corpus-26000/corpus-26000-bc/16623.jpg,0552.jpg,1500,668,800,False,0
16854,/home/wences/Documents/corpus-26000/corpus-26000-bc/16624.jpg,0552.jpg,1500,1068,800,False,0
16855,/home/wences/Documents/corpus-26000/corpus-26000-bc/16625.jpg,0552.jpg,1500,1468,800,False,0
16856,/home/wences/Documents/corpus-26000/corpus-26000-bc/16626.jpg,0552.jpg,1500,1868,800,False,0
16857,/home/wences/Documents/corpus-26000/corpus-26000-bc/16627.jpg,0552.jpg,1500,2268,800,False,0
16858,/home/wences/Documents/corpus-26000/corpus-26000-bc/16628.jpg,0552.jpg,1500,2668,800,False,0
16859,/home/wences/Documents/corpus-26000/corpus-26000-bc/16629.jpg,0552.jpg,1500,3068,800,False,0
16860,/home/wences/Documents/corpus-26000/corpus-26000-bc/16630.jpg,0552.jpg,1900,668,800,False,0
16861,/home/wences/Documents/corpus-26000/corpus-26000-bc/16631.jpg,0552.jpg,1900,1068,800,False,0
16862,/home/wences/Documents/corpus-26000/corpus-26000-bc/16632.jpg,0552.jpg,1900,1468,800,False,0
16863,/home/wences/Documents/corpus-26000/corpus-26000-bc/16633.jpg,0552.jpg,1900,1868,800,False,0
16864,/home/wences/Documents/corpus-26000/corpus-26000-bc/16634.jpg,0552.jpg,1900,2268,800,False,0
16865,/home/wences/Documents/corpus-26000/corpus-26000-bc/16635.jpg,0552.jpg,1900,2668,800,False,0
16866,/home/wences/Documents/corpus-26000/corpus-26000-bc/16636.jpg,0552.jpg,1900,3068,800,False,0
16867,/home/wences/Documents/corpus-26000/corpus-26000-bc/16637.jpg,0552.jpg,2300,3068,800,False,0
16868,/home/wences/Documents/corpus-26000/corpus-26000-bc/16638.jpg,0552.jpg,2312,3040,800,False,0
16869,/home/wences/Documents/corpus-26000/corpus-26000-bc/16639.jpg,0552.jpg,2712,3040,800,False,0
16870,/home/wences/Documents/corpus-26000/corpus-26000-bc/16640.jpg,0552.jpg,3112,3040,800,False,0
16871,/home/wences/Documents/corpus-26000/corpus-26000-bc/16642.jpg,0553.jpg,3492,688,800,False,0
16872,/home/wences/Documents/corpus-26000/corpus-26000-bc/16643.jpg,0553.jpg,3492,1088,800,False,0
16873,/home/wences/Documents/corpus-26000/corpus-26000-bc/16644.jpg,0553.jpg,3492,1488,800,False,0
16874,/home/wences/Documents/corpus-26000/corpus-26000-bc/16645.jpg,0553.jpg,3892,688,800,False,0
16875,/home/wences/Documents/corpus-26000/corpus-26000-bc/16646.jpg,0553.jpg,3892,1088,800,False,0
16876,/home/wences/Documents/corpus-26000/corpus-26000-bc/16647.jpg,0553.jpg,3892,1488,800,False,0
16877,/home/wences/Documents/corpus-26000/corpus-26000-bc/16648.jpg,0553.jpg,3892,1888,800,False,0
16878,/home/wences/Documents/corpus-26000/corpus-26000-bc/16649.jpg,0553.jpg,3892,2288,800,False,0
16879,/home/wences/Documents/corpus-26000/corpus-26000-bc/16650.jpg,0553.jpg,3892,2688,800,False,0
16880,/home/wences/Documents/corpus-26000/corpus-26000-bc/16651.jpg,0553.jpg,3892,3088,800,False,0
16881,/home/wences/Documents/corpus-26000/corpus-26000-bc/16652.jpg,0553.jpg,4292,688,800,False,0
16882,/home/wences/Documents/corpus-26000/corpus-26000-bc/16653.jpg,0553.jpg,4292,1088,800,False,0
16883,/home/wences/Documents/corpus-26000/corpus-26000-bc/16654.jpg,0553.jpg,4292,1488,800,False,0
16884,/home/wences/Documents/corpus-26000/corpus-26000-bc/16655.jpg,0553.jpg,4292,1888,800,False,0
16885,/home/wences/Documents/corpus-26000/corpus-26000-bc/16656.jpg,0553.jpg,4292,2288,800,False,0
16886,/home/wences/Documents/corpus-26000/corpus-26000-bc/16657.jpg,0553.jpg,4292,2688,800,False,0
16887,/home/wences/Documents/corpus-26000/corpus-26000-bc/16658.jpg,0553.jpg,4292,3088,800,False,0
16913,/home/wences/Documents/corpus-26000/corpus-26000-bc/16686.jpg,0555.jpg,2820,656,800,False,0
16914,/home/wences/Documents/corpus-26000/corpus-26000-bc/16687.jpg,0555.jpg,3220,656,800,False,0
16915,/home/wences/Documents/corpus-26000/corpus-26000-bc/16688.jpg,0555.jpg,3220,1056,800,False,0
16916,/home/wences/Documents/corpus-26000/corpus-26000-bc/16689.jpg,0555.jpg,3220,1456,800,False,0
16917,/home/wences/Documents/corpus-26000/corpus-26000-bc/16690.jpg,0555.jpg,3220,1856,800,False,0
16918,/home/wences/Documents/corpus-26000/corpus-26000-bc/16691.jpg,0555.jpg,3220,2256,800,False,0
16919,/home/wences/Documents/corpus-26000/corpus-26000-bc/16692.jpg,0555.jpg,3220,2656,800,False,0
16920,/home/wences/Documents/corpus-26000/corpus-26000-bc/16693.jpg,0555.jpg,3220,3056,800,False,0
16921,/home/wences/Documents/corpus-26000/corpus-26000-bc/16694.jpg,0555.jpg,3620,656,800,False,0
16922,/home/wences/Documents/corpus-26000/corpus-26000-bc/16695.jpg,0555.jpg,3620,1056,800,False,0
16923,/home/wences/Documents/corpus-26000/corpus-26000-bc/16696.jpg,0555.jpg,3620,1456,800,False,0
16924,/home/wences/Documents/corpus-26000/corpus-26000-bc/16697.jpg,0555.jpg,3620,1856,800,False,0
16925,/home/wences/Documents/corpus-26000/corpus-26000-bc/16698.jpg,0555.jpg,3620,2256,800,False,0
16926,/home/wences/Documents/corpus-26000/corpus-26000-bc/16699.jpg,0555.jpg,3620,2656,800,False,0
16927,/home/wences/Documents/corpus-26000/corpus-26000-bc/16700.jpg,0555.jpg,3620,3056,800,False,0
16928,/home/wences/Documents/corpus-26000/corpus-26000-bc/16701.jpg,0555.jpg,4020,1056,800,False,0
16929,/home/wences/Documents/corpus-26000/corpus-26000-bc/16702.jpg,0555.jpg,4020,1456,800,False,0
16930,/home/wences/Documents/corpus-26000/corpus-26000-bc/16703.jpg,0555.jpg,4020,1856,800,False,0
16931,/home/wences/Documents/corpus-26000/corpus-26000-bc/16704.jpg,0555.jpg,4020,2256,800,False,0
16932,/home/wences/Documents/corpus-26000/corpus-26000-bc/16705.jpg,0555.jpg,4020,2656,800,False,0
16933,/home/wences/Documents/corpus-26000/corpus-26000-bc/16706.jpg,0555.jpg,4020,3056,800,False,0
16934,/home/wences/Documents/corpus-26000/corpus-26000-bc/16707.jpg,0555.jpg,4420,1856,800,False,0
16935,/home/wences/Documents/corpus-26000/corpus-26000-bc/16708.jpg,0555.jpg,4420,2256,800,False,0
16936,/home/wences/Documents/corpus-26000/corpus-26000-bc/16709.jpg,0555.jpg,4420,2656,800,False,0
16937,/home/wences/Documents/corpus-26000/corpus-26000-bc/16710.jpg,0555.jpg,4420,3056,800,False,0
16938,/home/wences/Documents/corpus-26000/corpus-26000-bc/16711.jpg,0555.jpg,2488,2904,800,False,0
16939,/home/wences/Documents/corpus-26000/corpus-26000-bc/16712.jpg,0555.jpg,2888,2904,800,False,0
16940,/home/wences/Documents/corpus-26000/corpus-26000-bc/16713.jpg,0555.jpg,3288,2904,800,False,0
16941,/home/wences/Documents/corpus-26000/corpus-26000-bc/16715.jpg,0556.jpg,1104,644,800,False,0
16942,/home/wences/Documents/corpus-26000/corpus-26000-bc/16716.jpg,0556.jpg,1104,1044,800,False,0
16943,/home/wences/Documents/corpus-26000/corpus-26000-bc/16717.jpg,0556.jpg,1104,1444,800,False,0
16944,/home/wences/Documents/corpus-26000/corpus-26000-bc/16718.jpg,0556.jpg,1104,1844,800,False,0
16945,/home/wences/Documents/corpus-26000/corpus-26000-bc/16719.jpg,0556.jpg,1104,2244,800,False,0
16946,/home/wences/Documents/corpus-26000/corpus-26000-bc/16720.jpg,0556.jpg,1504,644,800,False,0
16947,/home/wences/Documents/corpus-26000/corpus-26000-bc/16721.jpg,0556.jpg,1504,1044,800,False,0
16948,/home/wences/Documents/corpus-26000/corpus-26000-bc/16722.jpg,0556.jpg,1504,1444,800,False,0
16949,/home/wences/Documents/corpus-26000/corpus-26000-bc/16723.jpg,0556.jpg,1504,1844,800,False,0
16950,/home/wences/Documents/corpus-26000/corpus-26000-bc/16724.jpg,0556.jpg,1504,2244,800,False,0
16951,/home/wences/Documents/corpus-26000/corpus-26000-bc/16725.jpg,0556.jpg,1504,2644,800,False,0
16952,/home/wences/Documents/corpus-26000/corpus-26000-bc/16726.jpg,0556.jpg,1504,3044,800,False,0
16953,/home/wences/Documents/corpus-26000/corpus-26000-bc/16727.jpg,0556.jpg,1904,644,800,False,0
16954,/home/wences/Documents/corpus-26000/corpus-26000-bc/16728.jpg,0556.jpg,1904,1044,800,False,0
16955,/home/wences/Documents/corpus-26000/corpus-26000-bc/16729.jpg,0556.jpg,1904,1444,800,False,0
16956,/home/wences/Documents/corpus-26000/corpus-26000-bc/16730.jpg,0556.jpg,1904,2244,800,False,0
16957,/home/wences/Documents/corpus-26000/corpus-26000-bc/16731.jpg,0556.jpg,1904,3044,800,False,0
16958,/home/wences/Documents/corpus-26000/corpus-26000-bc/16732.jpg,0556.jpg,2304,644,800,False,0
16959,/home/wences/Documents/corpus-26000/corpus-26000-bc/16733.jpg,0556.jpg,2304,1044,800,False,0
16960,/home/wences/Documents/corpus-26000/corpus-26000-bc/16734.jpg,0556.jpg,2704,644,800,False,0
16961,/home/wences/Documents/corpus-26000/corpus-26000-bc/16735.jpg,0556.jpg,2704,1044,800,False,0
16962,/home/wences/Documents/corpus-26000/corpus-26000-bc/16736.jpg,0556.jpg,3104,644,800,False,0
16963,/home/wences/Documents/corpus-26000/corpus-26000-bc/16737.jpg,0556.jpg,3104,1044,800,False,0
16964,/home/wences/Documents/corpus-26000/corpus-26000-bc/16738.jpg,0556.jpg,3504,1044,800,False,0
16965,/home/wences/Documents/corpus-26000/corpus-26000-bc/16739.jpg,0556.jpg,3904,2244,800,False,0
16966,/home/wences/Documents/corpus-26000/corpus-26000-bc/16740.jpg,0556.jpg,3904,2644,800,False,0
16967,/home/wences/Documents/corpus-26000/corpus-26000-bc/16741.jpg,0556.jpg,3904,3044,800,False,0
16968,/home/wences/Documents/corpus-26000/corpus-26000-bc/16742.jpg,0556.jpg,4304,2244,800,False,0
16969,/home/wences/Documents/corpus-26000/corpus-26000-bc/16743.jpg,0556.jpg,4304,2644,800,False,0
16970,/home/wences/Documents/corpus-26000/corpus-26000-bc/16744.jpg,0556.jpg,2920,3256,800,False,0
16971,/home/wences/Documents/corpus-26000/corpus-26000-bc/16745.jpg,0556.jpg,3320,3256,800,False,0
16972,/home/wences/Documents/corpus-26000/corpus-26000-bc/16747.jpg,0557.jpg,600,1468,800,False,0
16973,/home/wences/Documents/corpus-26000/corpus-26000-bc/16748.jpg,0557.jpg,600,1868,800,False,0
16974,/home/wences/Documents/corpus-26000/corpus-26000-bc/16749.jpg,0557.jpg,600,2268,800,False,0
16975,/home/wences/Documents/corpus-26000/corpus-26000-bc/16750.jpg,0557.jpg,1000,1468,800,False,0
16976,/home/wences/Documents/corpus-26000/corpus-26000-bc/16751.jpg,0557.jpg,1000,1868,800,False,0
16977,/home/wences/Documents/corpus-26000/corpus-26000-bc/16752.jpg,0557.jpg,1000,2268,800,False,0
16978,/home/wences/Documents/corpus-26000/corpus-26000-bc/16753.jpg,0557.jpg,1400,2268,800,False,0
16979,/home/wences/Documents/corpus-26000/corpus-26000-bc/16754.jpg,0557.jpg,2200,2668,800,False,0
16980,/home/wences/Documents/corpus-26000/corpus-26000-bc/16755.jpg,0557.jpg,2600,2668,800,False,0
16981,/home/wences/Documents/corpus-26000/corpus-26000-bc/16756.jpg,0557.jpg,3000,2668,800,False,0
16982,/home/wences/Documents/corpus-26000/corpus-26000-bc/16757.jpg,0557.jpg,3000,3068,800,False,0
16983,/home/wences/Documents/corpus-26000/corpus-26000-bc/16758.jpg,0557.jpg,3400,668,800,False,0
16984,/home/wences/Documents/corpus-26000/corpus-26000-bc/16759.jpg,0557.jpg,3400,1068,800,False,0
16985,/home/wences/Documents/corpus-26000/corpus-26000-bc/16760.jpg,0557.jpg,3400,1468,800,False,0
16986,/home/wences/Documents/corpus-26000/corpus-26000-bc/16761.jpg,0557.jpg,3400,1868,800,False,0
16987,/home/wences/Documents/corpus-26000/corpus-26000-bc/16762.jpg,0557.jpg,3400,2268,800,False,0
16988,/home/wences/Documents/corpus-26000/corpus-26000-bc/16763.jpg,0557.jpg,3400,2668,800,False,0
16989,/home/wences/Documents/corpus-26000/corpus-26000-bc/16764.jpg,0557.jpg,3400,3068,800,False,0
16990,/home/wences/Documents/corpus-26000/corpus-26000-bc/16765.jpg,0557.jpg,3800,668,800,False,0
16991,/home/wences/Documents/corpus-26000/corpus-26000-bc/16766.jpg,0557.jpg,3800,1068,800,False,0
16992,/home/wences/Documents/corpus-26000/corpus-26000-bc/16767.jpg,0557.jpg,3800,1468,800,False,0
16993,/home/wences/Documents/corpus-26000/corpus-26000-bc/16768.jpg,0557.jpg,3800,1868,800,False,0
16994,/home/wences/Documents/corpus-26000/corpus-26000-bc/16769.jpg,0557.jpg,3800,2268,800,False,0
16995,/home/wences/Documents/corpus-26000/corpus-26000-bc/16770.jpg,0557.jpg,3800,2668,800,False,0
16996,/home/wences/Documents/corpus-26000/corpus-26000-bc/16771.jpg,0557.jpg,3800,3068,800,False,0
16997,/home/wences/Documents/corpus-26000/corpus-26000-bc/16772.jpg,0557.jpg,4200,668,800,False,0
16998,/home/wences/Documents/corpus-26000/corpus-26000-bc/16773.jpg,0557.jpg,4200,1068,800,False,0
16999,/home/wences/Documents/corpus-26000/corpus-26000-bc/16775.jpg,0558.jpg,988,640,800,False,0
17000,/home/wences/Documents/corpus-26000/corpus-26000-bc/16776.jpg,0558.jpg,988,1040,800,False,0
17001,/home/wences/Documents/corpus-26000/corpus-26000-bc/16777.jpg,0558.jpg,988,1440,800,False,0
17002,/home/wences/Documents/corpus-26000/corpus-26000-bc/16778.jpg,0558.jpg,988,1840,800,False,0
17003,/home/wences/Documents/corpus-26000/corpus-26000-bc/16779.jpg,0558.jpg,1388,640,800,False,0
17004,/home/wences/Documents/corpus-26000/corpus-26000-bc/16780.jpg,0558.jpg,1388,1040,800,False,0
17005,/home/wences/Documents/corpus-26000/corpus-26000-bc/16781.jpg,0558.jpg,1388,1440,800,False,0
17006,/home/wences/Documents/corpus-26000/corpus-26000-bc/16782.jpg,0558.jpg,1388,1840,800,False,0
17007,/home/wences/Documents/corpus-26000/corpus-26000-bc/16783.jpg,0558.jpg,1388,2240,800,False,0
17008,/home/wences/Documents/corpus-26000/corpus-26000-bc/16784.jpg,0558.jpg,1388,2640,800,False,0
17009,/home/wences/Documents/corpus-26000/corpus-26000-bc/16785.jpg,0558.jpg,1388,3040,800,False,0
17010,/home/wences/Documents/corpus-26000/corpus-26000-bc/16786.jpg,0558.jpg,1788,640,800,False,0
17011,/home/wences/Documents/corpus-26000/corpus-26000-bc/16787.jpg,0558.jpg,1788,1040,800,False,0
17012,/home/wences/Documents/corpus-26000/corpus-26000-bc/16788.jpg,0558.jpg,1788,1840,800,False,0
17013,/home/wences/Documents/corpus-26000/corpus-26000-bc/16789.jpg,0558.jpg,1788,2640,800,False,0
17014,/home/wences/Documents/corpus-26000/corpus-26000-bc/16790.jpg,0558.jpg,1788,3040,800,False,0
17015,/home/wences/Documents/corpus-26000/corpus-26000-bc/16791.jpg,0558.jpg,2188,3040,800,False,0
17016,/home/wences/Documents/corpus-26000/corpus-26000-bc/16792.jpg,0558.jpg,2588,2640,800,False,0
17017,/home/wences/Documents/corpus-26000/corpus-26000-bc/16793.jpg,0558.jpg,2588,3040,800,False,0
17045,/home/wences/Documents/corpus-26000/corpus-26000-bc/16823.jpg,0560.jpg,652,1444,800,False,0
17046,/home/wences/Documents/corpus-26000/corpus-26000-bc/16824.jpg,0560.jpg,652,1844,800,False,0
17047,/home/wences/Documents/corpus-26000/corpus-26000-bc/16825.jpg,0560.jpg,1052,1044,800,False,0
17048,/home/wences/Documents/corpus-26000/corpus-26000-bc/16826.jpg,0560.jpg,1052,1444,800,False,0
17049,/home/wences/Documents/corpus-26000/corpus-26000-bc/16827.jpg,0560.jpg,1052,1844,800,False,0
17050,/home/wences/Documents/corpus-26000/corpus-26000-bc/16828.jpg,0560.jpg,1452,1044,800,False,0
17051,/home/wences/Documents/corpus-26000/corpus-26000-bc/16829.jpg,0560.jpg,1452,1444,800,False,0
17052,/home/wences/Documents/corpus-26000/corpus-26000-bc/16830.jpg,0560.jpg,1452,1844,800,False,0
17053,/home/wences/Documents/corpus-26000/corpus-26000-bc/16831.jpg,0560.jpg,1852,1044,800,False,0
17054,/home/wences/Documents/corpus-26000/corpus-26000-bc/16832.jpg,0560.jpg,1852,1444,800,False,0
17055,/home/wences/Documents/corpus-26000/corpus-26000-bc/16833.jpg,0560.jpg,1852,1844,800,False,0
17056,/home/wences/Documents/corpus-26000/corpus-26000-bc/16834.jpg,0560.jpg,2252,644,800,False,0
17057,/home/wences/Documents/corpus-26000/corpus-26000-bc/16835.jpg,0560.jpg,2252,1044,800,False,0
17058,/home/wences/Documents/corpus-26000/corpus-26000-bc/16836.jpg,0560.jpg,2252,1444,800,False,0
17059,/home/wences/Documents/corpus-26000/corpus-26000-bc/16837.jpg,0560.jpg,2252,1844,800,False,0
17060,/home/wences/Documents/corpus-26000/corpus-26000-bc/16838.jpg,0560.jpg,2252,2244,800,False,0
17061,/home/wences/Documents/corpus-26000/corpus-26000-bc/16839.jpg,0560.jpg,2252,2644,800,False,0
17062,/home/wences/Documents/corpus-26000/corpus-26000-bc/16840.jpg,0560.jpg,2252,3044,800,False,0
17063,/home/wences/Documents/corpus-26000/corpus-26000-bc/16841.jpg,0560.jpg,2652,644,800,False,0
17064,/home/wences/Documents/corpus-26000/corpus-26000-bc/16842.jpg,0560.jpg,2652,2644,800,False,0
17065,/home/wences/Documents/corpus-26000/corpus-26000-bc/16843.jpg,0560.jpg,2652,3044,800,False,0
17066,/home/wences/Documents/corpus-26000/corpus-26000-bc/16844.jpg,0560.jpg,3052,2644,800,False,0
17067,/home/wences/Documents/corpus-26000/corpus-26000-bc/16845.jpg,0560.jpg,3052,3044,800,False,0
17068,/home/wences/Documents/corpus-26000/corpus-26000-bc/16846.jpg,0560.jpg,3452,3044,800,False,0
17069,/home/wences/Documents/corpus-26000/corpus-26000-bc/16847.jpg,0560.jpg,2632,616,800,False,0
17070,/home/wences/Documents/corpus-26000/corpus-26000-bc/16848.jpg,0560.jpg,3032,616,800,False,0
